"KHz","ID","Type","Active","LSB","USB","Sec","Fmt","'Name' and Location","SP","ITU","Region","GSQ","Lat","Lon","Pwr","Notes","Heard In","Logs","First Logged","Last Logged"
399,"NGY","NDB","N","416","396","6.69","ID+2"" gap","New Galloway for Prestwick","","SCT","eu","IO75ve","55.1875","-4.2083","80","INACTIVE","BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GSY  HOL  IRL  ITA  NIR  NOR  POL  POR  RUS  SAR  SCT  SHE  SUI  SVN  SWE  WLS  NS","625","1987-11-18","2019-09-02"
399,"RL","NDB","N","1028","1015","8.600","","'Bracy'  Waterville","ME","USA","na","FN54dl","44.4792","-69.7083","","20110425 - Michael Oexner reports it is deleted or planned to be deleted.","MA  MD  ME  NB  NC  NH  NS  NY  OH  ON  VA","30","2003-12-26","2010-12-27"
399,"SRI","NDB","N","1053","1022","7.75","","&#039;Pribilof&#039;  St George","AK","ALS","na","AO56en","56.5625","-169.625","50","!! PBV 04/006 PBV NAV SRI NDB U/S 2604061644-2608301600EST","AB  AK  AZ  BC  CA  CO  IL  MT  OR  UT  WA  HI","364","2004-10-24","2024-07-09"
399,"ZHD","NDB","N","400","409","10.5","DAID","&#039;Thunder&#039;  Dryden","ON","CAN","na","EN39qt","49.8125","-92.625","25","Was D-399","FIN  AB  AZ  BC  CA  CO  FL  IA  ID  IL  IN  KS  MA  MD  MI  MN  MO  MT  NC  NE  NH  NJ  NS  NV  NY  OH  ON  OR  PA  PE  QC  SC  TN  TX  UT  VA  WA  WI","492","2002-10-24","2021-12-09"
399.5,"ONO","NDB","N","405","396","10.04","ID+6"" gap","Oostende","","BEL","eu","JO11lf","51.2292","2.9583","25","Decommisioned 2024-02-01","BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GSY  HNG  HOL  IRL  ITA  LVA  NIR  NOR  POL  POR  RUS  SAR  SCT  SHE  SUI  SVK  SVN  SWE  NS","1105","1982-10-05","2024-01-01"
400,"7F","NDB","N","399","404","8.17","","Collins Bay","SK","CAN","na","DO88df","58.2292","-103.708","","180104 CZWL COLLINS BAY. CYKC WEF 2018 JUL 06 2300 AMEND PUB: 7F NDB 400 DECOMMISSIONED","BC  CA  CO  IL  OR  TX","23","2002-11-08","2018-02-13"
400,"AB","NDB","N","1032","","","","'Leehi'  Allentown","PA","USA","na","FN20fo","40.6042","-75.5417","","","IL  MA  MD  MI  NC  NJ  NS  ON  PA  VA","21","2004-11-18","2012-03-16"
400,"AFD","NDB","N","1052","","","","WATFORD CITY","ND","USA","na","DN87it","47.8125","-103.292","","","AB  NE","2","1989-10-15","2008-09-27"
400,"AG","NDB","N","400","404","10.42","ID+8"" gap","Agen / La Garenne","","FRA","eu","JN04id","44.1458","0.7083","","Decommissioned 2022-12-29","AUT  BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  HNG  HOL  HRV  IRL  ITA  LVA  NIR  NOR  POL  POR  RUS  SAR  SCT  SHE  SUI  SVK  SVN  SWE  WLS  NS","501","1997-06-09","2022-12-27"
400,"B","NDB","N","1019","1025","7.60","ID+3"" tone","Valencia / Manises","","ESP","eu","IM99sl","39.4792","-0.4583","","INACTIVE","BAL  CZE  DEU  ENG  ESP  FIN  FRA  HOL  ITA  POL  POR  RUS  SAR  SCT  SVN  SWE  NB","102","1999-10-01","2020-04-06"
400,"CAX","NDB","N","1020","1030","6.9","","Duque de Caxias  (RJ)","","BRA","sa","GG87hf","-22.7708","-43.375","1000","Galeao Antonio Carlos Jobim Intl Apt","BRA  NL  NS","36","1997-05-29","2015-05-02"
400,"CKN","NDB","N","1013","1030","7.15","AWOS-3","Crookston","MN","USA","na","EN17qu","47.8542","-96.625","25","!CKN 05/010 CKN NAV NDB U/S 2005221903-PERM  --  AWOS-3","FIN  AB  AZ  BC  CA  CO  IA  IL  MA  MI  MN  MO  MT  NC  NE  NV  NY  OH  ON  OR  QC  TN  TX  UT  WA  WI","176","2001-12-12","2020-11-12"
400,"ENS","NDB","N","997","953","7.29","3XID + Tone","Ensenada  (Baja California)","","MEX","ca","DM11qt","31.8125","-116.625","","NDB ENS FREQ 400KHZ U/S CREATED: 27 Apr 2023 23:35:00 SOURCE: MMMXYNYX","AZ  BC  CA  CO  IL  MT  NV  OR  TX  UT  WA  HI","409","1992-07-05","2018-04-29"
400,"EWP","NDB","N","","1022","7.5","","Newport","AR","USA","na","EM45jp","35.6458","-91.2083","25","","AL  AZ  CO  IL  LA  MI  MN  MS  NE  OH  ON  TX  VA","29","1997-09-29","2008-09-27"
400,"FGX","NDB","N","","","","","Flemingsburg","KY","USA","na","EM88dm","38.5208","-83.7083","25","decommissioned - 2008-07 LOU 08/187 FGX NAV FLMNG NDB DECOMMISSIONED 1708170401-PERM","OH","1","1995-11-17","1995-11-17"
400,"FN","NDB","N","1064","1025","6.030","","'Colln'  Fort Collins / Loveland","CO","USA","na","DN70mi","40.3542","-104.958","25","COLORADO NFDD 237 - 1 *12/13/202**1* FORT COLLINS/LOVELAND COLLN NDB IDENT FN// COLORADO NFDD 237 - 1 12/13/2021 LAT   40-21-47.4394 N LONG 104-58-16.9156 W NAVAID STATUS     DECOMMISSIONED","FIN  AB  AZ  BC  CA  CO  FL  ID  IL  IN  KS  MI  MN  MO  MS  MT  NC  NE  NM  NS  NV  OH  ON  OR  PA  SD  TN  TX  UT  VA  WA  WI","690","1989-10-15","2022-06-24"
400,"FO","NDB","N","","1020","4.812","","'Squir'  Westhampton Beach","NY","USA","na","FN30rv","40.8958","-72.5417","","Decom per NFDD 008-5  01/11/2019","FL  GA  IL  MA  MD  ME  MI  NC  NH  NJ  NL  NS  NY  OH  ON  PA  QC  VA","130","1999-11-23","2019-06-22"
400,"G","NDB","N","","","","DAID","Charlottetown / Covehead","PE","CAN","na","FN86ki","46.3542","-63.125","","Now ZYG-400","IL  NB  NL  NS  NY  ON  SC","8","1995-11-27","2003-02-19"
400,"HHF","NDB","N","1010","1050","","","'Hemphill County'  Canadian","TX","USA","na","DM95tv","35.8958","-100.375","25","Rptd. 2004-12-13 by Jim Smith: 'HH' is sent as 8  continuous very fast dits. Possibly OTS as of 2005-11-04 - Now listed OTS indefinitely at AirNav.com...","AZ  BC  CA  CO  IL  MI  MN  NM  OR  TX","25","1999-10-14","2005-03-10"
400,"HU","NDB","N","1040","1040","8.0","","'Lanee'  Sacramento","CA","USA","na","CM98eo","38.6042","-121.625","","20091024 - Reported DCMSD by Don Tomkinson  /  Rpt OTS for a while (Don Tomkinson, 2006-10-07)","AZ  BC  CA  OR","63","1988-05-10","2005-06-25"
400,"LKO","NDB","N","","","","","'Logan' Billings","MT","USA","na","DN55ts","45.7708","-108.375","25","","AB","3","1987-08-25","1990-12-25"
400,"LPC","NDB","N","","","","","Lompoc","CA","USA","na","CM94sq","34.6875","-120.458","","Was LPC-223 - now inactive","CA","6","1996-10-09","1996-12-21"
400,"MDS","NDB","N","400","1014","6.2","","'Wentworth'  Madison","SD","USA","na","EN14ka","44.0208","-97.125","","2012-10-14 Michael Oexner reports that its been deleted -- +1050 Hz rptd  -- 2012-09-19 George Sherman reports it is OTA","AB  AZ  BC  CA  CO  IL  MI  MN  MO  MT  NC  NE  OH  ON  OR  TX  UT  WA  HI","127","1990-01-08","2012-07-27"
400,"MS","NDB","N","1027","1034","6.382","","'Monah'  Madison","WI","USA","na","EN53hb","43.0625","-89.375","","","BC  CO  IA  IL  MA  MI  MN  MO  NC  NS  NY  OH  ON  OR  TN  TX  VA  WI","100","1999-03-02","2015-04-24"
400,"NHK","NDB","N","1057","1015","8.75","","&#039;Patuxent&#039;  Patuxent River","MD","USA","na","FM18tg","38.2708","-76.375","","!! NOTAM M0092/25 KNHK 2501171502 2503312300 NAVAID NHK NDB UNUSABLE","SCT  IL  MA  MD  MI  MO  NB  NC  NH  NJ  NS  NY  OH  ON  PA  QC  SC  TX  VA  VT","291","2003-09-17","2024-10-27"
400,"NTL","NDB","N","","1018","","","Natal (RN)","","BRA","sa","HI24jc","-5.8958","-35.2083","1000","INACTIVE","BRA  NS","3","2007-04-10","2009-07-14"
400,"OHY","NDB","N","1022","998","7.524","","&#039;Coney&#039;  Cordele","GA","USA","na","EM81bx","31.9792","-83.875","25","MCN 08/915 CKF NAV CONEY NDB U/S 2308231916-PERM","AL  AZ  CO  FL  GA  IL  IN  MI  MN  MO  MS  NC  NE  NH  NJ  NS  OH  ON  OR  PA  SC  TN  TX  VA  WI","243","1997-01-04","2023-02-01"
400,"PIE","NDB","N","1043","1032","8.4","","Piedecuesta / Bucaramanga (Santander)","","CLM","sa","FJ36kv","6.8958","-73.125","","Palonegro Apt","DEU  ENG  FRA  HOL  DOM  AZ  BC  CA  CO  FL  IL  MA  MD  MI  MS  NC  NH  NS  NY  OH  ON  OR  PA  TX  HI","171","1996-10-05","2015-02-28"
400,"PPI","NDB","N","1051","1014","8.4","","'Hopey'  St Paul","MN","USA","na","EN34mu","44.8542","-92.9583","25","!STP 10/025 PPI Navigation NDB unserviceable Oct 31, 2019 1100Z-permanent","FIN  AZ  BC  CA  CO  IA  IL  IN  MA  MI  MN  MO  MT  NC  NE  NH  NY  OH  ON  OR  PA  TN  TX  VA  WA  WI","198","1999-12-25","2019-10-25"
400,"PTD","NDB","N","1016","1021","5.743","","Potsdam","NY","USA","na","FN24nr","44.7292","-74.875","25","!PTD 04/001 PTD NAV NDB U/S 2604301018-PERM","AZ  BC  IL  IN  MA  MD  ME  MI  MN  MO  NC  NH  NJ  NL  NS  NY  OH  ON  OR  PA  QC  TX  VA  WI","248","1996-04-27","2018-02-10"
400,"QQ","NDB","N","406","404","10.397","DAID","Comox","BC","CAN","na","CN79ms","49.7708","-124.958","","Offset was 1020, now 400 (2004-07-30, Phil Atchley) /// Decom August 12, 2021 ///","DEU  FIN  HOL  SCT  SWE  PAQ  AB  AZ  BC  CA  CO  FL  GA  IA  ID  IL  IN  KS  MA  MD  MI  MN  MO  MT  NC  NE  NH  NM  NS  NV  NY  OH  ON  OR  PA  QC  TN  TX  UT  VA  WA  WI  YT  HI","1174","1990-01-11","2021-08-11"
400,"RBG","NDB","N","","","","","Roseburg","OR","USA","na","CN83hf","43.2292","-123.375","","Decom per NFDD 065 - 4 04/03/2020","CA  IL","2","2001-08-18","2001-12-29"
400,"RCF","NDB","N","1020","1000","","","Oil Platform","","XON","iw","EL47vm","27.5208","-90.2083","","Oil platform 110 miles off Louisiana","AZ  CO  FL  IL  NM  OR  TX","21","2002-11-25","2007-11-10"
400,"RO","NDB","N","1055","1016","6.230","","'Breit'  Rochester","NY","USA","na","FN13fd","43.1458","-77.5417","","Updated May 1, 2021 to INACTIVE","IL  MA  MI  NC  NH  NJ  NS  NY  ON  OR  QC","57","2000-11-07","2016-07-02"
400,"SLO","NDB","N","1020","1019","7.73","","Salem","IL","USA","na","EM58mp","38.6458","-88.9583","25","ecom per NFDD 019 - 2 01/29/2020","AZ  CA  CO  FL  IA  IL  IN  MI  MN  MO  NC  NE  NS  OH  ON  OR  TN  TX  VA  WI","186","1999-03-28","2019-11-11"
400,"SLW","NDB","N","","","","","Smithville","OH","USA","na","EN90cv","40.8958","-81.7917","25","","MI  OH","2","1997-01-04","2001-01-22"
400,"TRX","NDB","N","1047","1009","6.0","","Trenton","MO","USA","na","EN30eb","40.0625","-93.625","25","Decom -- !COU 11/426 TRX NAV NDB DECOMMISSIONED 1911271409-PERM","FIN  AZ  BC  CA  CO  IA  IL  KS  LA  MD  MI  MN  MO  MS  MT  NB  NC  NE  NS  NY  OH  ON  OR  PA  TN  TX  UT  VA  WI","211","1996-12-27","2019-01-27"
400,"UWI","NDB","N","1031","1028","5.534","","'Whitfield'  Dalton","GA","USA","na","EM74ms","34.7708","-84.9583","25","2014-08-25 Michael Oexner reports that has been or will be Decommissioned.  /// Updated May 1, 2021 to INACTIVE","AL  AZ  BC  CA  CO  FL  GA  IL  IN  MA  MD  MI  MO  MS  NC  NH  NJ  NS  NY  OH  ON  OR  QC  TN  TX  VA  WI","208","1999-10-27","2019-08-17"
400,"VQ","NDB","N","1057","1048","7.8","","'Besaq'  Alamosa","CO","USA","na","DM77ai","37.3542","-105.958","","2013-04-01 Michael Oexner reports its been deleted NOTAM: !DET 06/015 DET NAV VQM NDB DECOMMISSIONED 1806141605-PERM CREATED: 14 Jun 2018 16:06:00 SOURCE: KLANYFYX","AB  AZ  BC  CA  CO  ID  IL  NE  NM  OR  TX  UT  WA","123","2000-10-10","2009-09-19"
400,"XW","NDB","N","1010","1003","5.15","","'Flmng'  Mason","KY","USA","na","EM88en","38.5625","-83.625","","Very fast, continuous ID; 2005-11-13 Andy Robins writes 'gone for a few months now; a major pest here', but heard since / NOTAM: !LOU 08/187 FGX NAV FLMNG NDB DECOMMISSIONED 1708170401-PERM","AZ  BC  CA  CO  FL  IA  IL  IN  MA  MD  MI  MN  MO  MS  NC  NE  NH  NJ  NS  NY  OH  ON  OR  PA  QC  SC  TN  TX  VA  WV","208","1997-09-29","2017-05-16"
400,"ZYG","NDB","N","","420","","DAID","Covehead  (Charlottetown)","PE","CAN","na","FN86ki","46.3542","-63.125","50","","CA  FL  IL  MA  MD  ME  MI  NB  NS  NY  ON  VA","40","2003-01-15","2009-10-14"
400.3,"CC","NDB","N","","","4.0","","Unknown","","XUU","xx","","","","","Also heard before as C continuously, now as groups of two.","CA","1","2006-07-19","2006-07-19"
400.5,"COD","NDB","N","1025","1020","10.09","ID+5"" gap","Codogno (LO)","","ITA","eu","JN45sf","45.2292","9.5417","","Decommissioned: 2024-06-01","EGY  AUT  BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  HNG  HOL  HRV  IRL  ISL  ITA  LVA  NIR  NOR  POL  POR  RUS  SAR  SCT  SCY  SHE  SUI  SVK  SVN  SWE  NS","1129","1981-06-06","2024-05-15"
401,"BPL","NDB","N","1027","1012","10.10","ID+2.5"" gap","Bari / Palese (BA)","","ITA","eu","JN81gc","41.1042","16.5417","","decommisioning pending","TUN  CYP  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  HNG  HOL  HRV  ITA  LVA  MNE  NOR  POL  RUS  SAR  SCT  SCY  SHE  SRB  SUI  SVK  SVN  SWE  NS","610","2001-01-11","2021-08-30"
401,"GGK","NDB","N","1050","1012","7.878","","Mayfield","KY","USA","na","EM56qq","36.6875","-88.625","25","2010-11-23 - Michael Oexner reports it is deleted or planned to be deleted.","AZ  BC  CA  CO  FL  IL  LA  MD  MI  MN  MO  MS  NB  NC  NE  NH  NS  NY  OH  ON  OR  PA  TN  TX  VA","98","1996-12-28","2009-04-13"
401,"IS","NDB","N","","","","","'Stals'  Kingston","NC","USA","na","FM15df","35.2292","-77.7083","","Now 276-IS  /  Michael Oexner (2005-05-30): ''Shortly to be moved to 276KHz''","IL","1","2000-01-29","2000-01-29"
401,"LA","NDB","N","404","407","10.42","ID+7"" gap","Laval / Entrammes","","FRA","eu","IN97px","47.9792","-0.7083","","decommissioned 2022-07-12","BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  GSY  HNG  HOL  IRL  ITA  NIR  NOR  POL  RUS  SAR  SCT  SUI  SVK  SVN  SWE  NS","572","1983-09-12","2023-07-20"
401,"Y8","NDB","N","","414","9.48","DAID","Drummondville","QC","CAN","na","FN35tu","45.8542","-72.375","126","!! CSC3 DRUMMONDVILLE AMEND PUBLICATIONS: DRUMMONDVILLE NDB Y8 401KHZ DECOMMISSIONED // 27 Jan 2025 reported off-air by Mark B and Steve H (CLE312)","ENG  SCT  AZ  BC  CO  IL  MA  MD  ME  MI  MN  MO  NB  NC  NE  NH  NJ  NL  NS  NY  OH  ON  OR  PA  QC  SC  TN  TX  VA  VT  WA  WI  WV","400","1997-01-04","2024-02-20"
401.305,"C","NDB","N","695","2","4.0","","Unknown","","XUU","xx","","","","","2011-04-29 By Request I have consolidated/merged reports of C on 401.3 and 402 to just this entry on 401.305.  --  2008-11-15 Phil Atchley reports. This UnID has been around at LEAST 3 years. I first reported it back in Oct 2005, mistaking it for Cuba. It's ACTUAL frequency is 401.3 KCs (mistakingly reported in RNA as being on 402). It's a little random in ID, sometimes a single 'C', sometimes 'CC' or 'CK'. It does NOT seem to have a carrier associated with it, which is why I report it at 401.3 'actual'. It is probably NOT a beacon per-se.","AZ  CA  CO  OR  TX","37","2005-10-08","2011-04-23"
402,"AML","NDB","N","404","395","8.9","ID+5"" gap","Agadir /  Al Massira","","MRC","af","IM50gh","30.3125","-9.4583","","INACTIVE","CNR  MRC  DEU  ENG  ESP  FRA  HOL  ITA  NIR  POR  SAR  SUI  SVN  MA  NC  NH  NL  NS","88","1999-10-05","2013-03-23"
402,"C","NDB","N","1110","1140","4.327","","Camaguey  (Camaguey)","","CUB","ca","FL11bj","21.3958","-77.875","","2011-12-15 Now 402-UIA","AZ  CA  CO  FL  IL  MA  MD  MI  MS  NC  NH  NS  NY  OH  ON  OR  PA  SC  TX  VA","73","1996-10-05","2011-04-14"
402,"CAR","NDB","N","1018","1023","10.04","ID+4"" gap","Villasimius / Capo Carbonara (CA)","","SAR","eu","JM49sc","39.1042","9.5417","40","decommisioning pending","CNR  EGY  CYP  AUT  BAL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  HNG  HOL  HRV  ITA  LVA  NOR  POL  POR  RUS  SAR  SCT  SCY  SUI  SVK  SVN  SWE  NS","577","1997-01-24","2021-05-29"
402,"CSL","NDB","N","995","939","7.4","DA3ID","Cabo San Lucas, Baja California Sur","","MEX","ca","DL52aw","22.9375","-109.958","","2014-01 Decommissioned -- 2011-07-28 -- Don Tomkinson reports contact with the Cabo San Lucas Airport, confirming the NDB is locatated there.","AZ  CA  NC  OR  TX","33","2011-06-30","2013-05-25"
402,"CVJ","NDB","N","","952","7.4","","Cuernavaca","","MEX","ca","EK08it","18.8125","-99.2917","","","TX","1","2009-02-25","2009-02-25"
402,"FNR","NDB","N","425","350","5.0","","Finner Army Camp / Bundoran","","IRL","eu","IO54vl","54.4792","-8.2083","","INACTIVE","DEU  ENG  FRA  GSY  HOL  IRL  NIR  NOR  SCT  SHE  SWE  NB  NS","77","1990-11-18","2008-02-20"
402,"IFJ","NDB","N","1059","1030","7.926","","Winnfield","LA","USA","na","EM31qx","31.9792","-92.625","","20091221 - Michael Oexner reports IFJ-402 has been deleted","AZ  BC  CA  CO  FL  GA  IL  KS  MD  MI  MS  NC  NE  OH  ON  OR  PA  TN  TX  VA","65","1997-01-04","2009-06-19"
402,"LW","NDB","N","1022","1022","4.89","","&#039;Haget&#039;  Lawrence","MA","USA","na","FN42jp","42.6458","-71.2083","","!! Shutdown per NFDD 169 - 2 08/30/2019  (Effective October 10 2019) and in case we missed the first one ... NFDD 170 - 3 09/03/2019","DEU  ENG  SCT  SWE  IL  IN  MA  MD  ME  MI  MN  MO  NC  NH  NJ  NL  NS  NY  OH  ON  PA  QC  TN  TX  VA  WI","272","2001-02-14","2020-03-10"
402,"M3","NDB","N","","1026","10.356","DBID","Kindersley","SK","CAN","na","DO51jm","51.5208","-109.208","","!! NOTAM M0182/24 OS 2402081541 - 2405081800 // Long gap btwn ID &amp; DAID","AB  AZ  BC  CA  CO  IL  MI  MN  MO  MT  NC  NE  NS  NV  OH  OR  PA  TN  TX  UT  WA  WI","280","1989-02-04","2022-12-08"
402,"SJE","NDB","N","","","","","San Jose del Guaviare  (Guaviare)","","CLM","sa","FJ32qn","2.5625","-72.625","","(1997-12-07 Ray Rocker)  SJE-E (Bkup TX);
Jorge E Gonzalez Torres Apt  (A VOR-DME is still listed here- the NDB is not.)  Still Active?","MS","2","1997-12-07","1998-11-26"
402,"SYG","NDB","N","","1032","","","'Sandy Point'  Houston","TX","USA","na","EL29gm","29.5208","-95.4583","","Was SYG-338","AZ  CO  IL  NC  TX","14","2003-09-01","2007-12-18"
402,"UIA","NDB","N","1604","1611","3.07","","Camaguey","","CUB","ca","FL11bj","21.3958","-77.875","","Was 402-C /// Updated May 2, 2021 to INACTIVE","CUB  FL  IL  NC  NS  OH  ON  TN  TX","27","1997-01-04","2018-02-06"
402,"X7","NDB","N","","1026","8","","Nain  (Voisey Apt)","NL","CAN","na","FO86wi","56.3542","-62.125","","No DAID; listed as '7X'; miskeying?","IL  NB  NS","6","2004-02-20","2006-05-27"
402.07,"SEN","NDB","N","","","","","UNID","","XUN","xx","","","","","","CA","1","2016-01-28","2016-01-28"
403,"AXA","NDB","N","1021","1014","6.0","","Algona","IA","USA","na","EN23ub","43.0625","-94.2917","25","Often reported as WUA - Keys without gaps between letters
(.--..-.-) Thanks to Joe Mann for making the connection (2004-11-06)","AB  AZ  BC  CA  CO  FL  IA  IL  MA  MI  MN  MO  MS  NC  NE  NJ  NM  OH  ON  OR  TX  WA","107","1988-11-24","2014-11-04"
403,"AZC","NDB","N","797","1286","7.324","","Colorado City","AZ","USA","na","DM36lx","36.9792","-113.042","40","2018 10 25 - Mark M found back on air about 300 Hz high. Carrier is drifting around /// !PRC 12/097 AZC NAV NDB U/S 2212121517-PERM","AB  AZ  BC  CA  CO  ID  IL  MT  NE  NM  NV  OH  OR  TN  TX  UT  WA","488","1996-10-29","2021-10-02"
403,"BPO","NDB","N","1010","1024","6.891","","'Piney Grove'  Oneida","TN","USA","na","EM76sm","36.5208","-84.4583","25","","AL  CO  FL  IL  MA  MD  MI  MN  MO  MS  NC  NY  OH  ON  OR  PA  TN  TX  VA  WV","84","1999-01-09","2011-01-03"
403,"LPS","NDB","N","413","390","10.01","ID+6"" gap","Les Eplatures","","SUI","eu","JN37jb","47.0625","6.7917","","inactive since 2023-11-03","AUT  BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  HNG  HOL  HRV  IRL  ITA  LVA  NIR  POL  RUS  SAR  SCT  SHE  SUI  SVK  SVN  SWE  NS","548","1996-07-21","2023-09-25"
403,"MFS","NDB","N","1036","1021","7.023","","'Horseshoe Bay Resort'  Marble Falls","TX","USA","na","EM00tm","30.5208","-98.375","","20100804 - Michael Oxner reports it has been deleted. 20100925 - Doug Springfield finds it still on the air","AZ  CA  CO  IL  LA  MI  NC  NE  OH  TX","49","2001-10-21","2010-09-25"
403,"MRT","NDB","N","1025","1005","5.3","","Marysville","OH","USA","na","EN80hf","40.2292","-83.375","","Was MRT-303 20090113 - Michael Oexner reports OTS","AZ  CA  CO  IL  MD  MI  NC  NS  NY  OH  ON  OR  PA  TX  VA  WV","65","2004-01-16","2007-09-25"
403,"OR","NDB","N","","","","","Unknown","","XUN","xx","","","","","","IL","1","2000-12-03","2000-12-03"
403,"PO","NDB","N","","","","","'Meier'  Poughkeepsie","NY","USA","na","FN31an","41.5625","-73.9583","25","2008-12-07 FAA Sectional Chart 25SEP2008 lists this as Shutdown.","MD  NL  NS","3","2002-02-03","2004-11-26"
403,"R","NDB","N","","400","","","Romeo / Toronto","ON","CAN","na","FN03dr","43.7292","-79.7083","40","Now ZTO-403","CA  IL  MS  NS  NY  OH  ON","9","1995-07-24","2002-09-26"
403,"VZ","NDB","N","399","402","10.15","ID+7"" gap","Vichy / Charmeil","","FRA","eu","JN16qd","46.1458","3.375","","Decommissioned 2024-11-28","AUT  BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  HNG  HOL  HRV  IRL  ITA  NIR  POL  RUS  SAR  SCT  SHE  SUI  SVK  SVN  SWE  NS","457","1996-03-11","2024-11-26"
403,"ZTO","NDB","N","394","394","10.373","DAID","Woodhill / Brampton  (Toronto)","ON","CAN","na","FN03dr","43.7292","-79.7083","40","Long gap after DAID (Martin Francis 20050621)   Decom - NavCan modernization phase 7","AZ  BC  CA  CO  IA  IL  IN  KS  MA  MD  ME  MI  MN  MO  NC  NE  NH  NJ  NS  NY  OH  ON  OR  PA  QC  RI  SC  TN  TX  VA  VT  WA  WI  WV","483","2003-01-14","2022-01-27"
404,"ABG","NDB","N","1036","1024","7.56","","'Ambassador'  Big Sandy","TX","USA","na","EM22ko","32.6042","-95.125","25","","AZ  IL  KS  LA  MI  NC  NE  OH  TN  TX","47","2001-11-21","2011-01-26"
404,"AGO","NDB","N","402","402","10.30","ID+7"" gap","Angouleme / Brie Champniers","","FRA","eu","JN05fr","45.7292","0.4583","","Decommissioned 25-10-02","AUT  BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  HNG  HOL  IRL  ITA  NIR  NOR  POL  POR  RUS  SAR  SCT  SHE  SUI  SVK  SVN  SWE  NS","442","1997-06-26","2025-08-24"
404,"BAV","NDB","N","1025","1018","5.77","","'Hardeman'  Bolivar","TN","USA","na","EM55lf","35.2292","-89.0417","","","AZ  CO  IL  MD  MI  NC  NY  OH  ON  TN  TX  VA","41","2001-10-02","2009-04-11"
404,"BMW","NDB","N","1028","1037","5.59","","'Barrow Co'  Winder","GA","USA","na","EM83ew","33.9375","-83.625","25","!WDR 11/005 WDR NAV BMW NDB U/S 2111191421-PERM","FL  IL  MA  MD  MI  MO  NC  NH  NY  OH  ON  PA  TN  TX  VA","92","1999-11-27","2018-11-29"
404,"BRE","NDB","N","","","","","Unknown","","XUN","xx","","","","","UNID (1999-01-08 Ray Rocker)","MS","1","1999-01-08","1999-01-08"
404,"CKI","NDB","N","1024","1021","6.76","","Kingstree","SC","USA","na","FM03br","33.7292","-79.875","25","Fred Mooney (2004-10-24): 'The K sticks' Decom per NFDD 243 - 3 12/19/2017","CA  FL  IA  IL  IN  MA  MD  MI  MN  MO  MS  NC  NH  NJ  NS  NY  OH  ON  PA  QC  SC  TN  TX  VA  WI","204","1996-10-05","2018-02-04"
404,"CUF","NDB","N","","","8.4","","Columbia","CA","USA","na","CM98ta","38.0208","-120.375","10","Off the air for a VERY long time!","BC","1","1986-10-03","1986-10-03"
